record_id,Model,Year,Region,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,revenue_USD
21384,X6,2017,South America,Diesel,Automatic,2.3,83354,94411,8528,805137008
21385,5 Series,2020,Asia,Petrol,Automatic,3.9,32780,102809,2176,223712384
21386,X6,2016,Africa,Hybrid,Manual,4.2,121017,74647,2871,214311537
21387,X1,2018,South America,Electric,Automatic,4.4,157697,112435,195,21924825
21388,7 Series,2020,Europe,Diesel,Automatic,2.1,58747,108049,4383,473578767
21389,X5,2012,Middle East,Petrol,Automatic,3.4,189788,61727,1475,91047325
21390,3 Series,2019,South America,Diesel,Manual,1.8,7568,78161,9950,777701950
21391,X5,2021,North America,Electric,Automatic,4.3,154614,105131,9381,986233911
21392,X5,2014,Asia,Hybrid,Manual,3.2,86459,98562,9636,949743432
21393,7 Series,2012,Middle East,Hybrid,Manual,2.1,909,30409,6987,212467683
21394,5 Series,2024,South America,Petrol,Manual,4,181509,36538,3496,127736848
21395,i3,2014,Africa,Electric,Automatic,2.7,98132,67777,5553,376365681
21396,i8,2019,Asia,Hybrid,Automatic,1.9,110766,45773,3693,169039689
21397,i3,2010,Asia,Diesel,Automatic,3.1,128199,108353,6986,756954058
21398,5 Series,2023,Africa,Hybrid,Automatic,2.3,94157,72169,1536,110851584
21399,7 Series,2020,South America,Electric,Automatic,4.8,91310,76657,7557,579296949
21400,X1,2013,North America,Hybrid,Manual,2.8,15174,75076,2155,161788780
21401,X1,2015,South America,Electric,Automatic,3.5,166474,66624,2830,188545920
21402,7 Series,2011,North America,Petrol,Manual,4.8,38186,78801,2692,212132292
21403,M5,2022,Middle East,Petrol,Automatic,2.9,177128,100379,9395,943060705
21404,i3,2016,South America,Petrol,Manual,2.8,130515,86142,3625,312264750
21405,M3,2017,Europe,Petrol,Automatic,2.1,54879,44459,9053,402487327
21406,X5,2010,Asia,Diesel,Manual,4.8,128338,55126,6830,376510580
21407,X1,2022,South America,Diesel,Automatic,4.3,158398,76675,508,38950900
21408,5 Series,2013,North America,Petrol,Automatic,2.3,42546,70208,2169,152281152
21409,X5,2020,Africa,Petrol,Automatic,2.7,14537,116808,5898,688933584
21410,X6,2013,Middle East,Petrol,Manual,4.7,191592,96421,5102,491939942
21411,X5,2022,Europe,Petrol,Manual,3.4,62959,79946,186,14869956
21412,X1,2014,South America,Electric,Automatic,3.4,114861,109671,6237,684018027
21413,i3,2023,Middle East,Hybrid,Manual,3.8,183536,34254,9879,338395266
21414,5 Series,2021,Africa,Diesel,Manual,4.2,13989,92023,9700,892623100
21415,i3,2021,Africa,Diesel,Manual,4.8,195686,42360,1143,48417480
21416,X5,2013,Middle East,Hybrid,Automatic,4.3,181376,106329,762,81022698
21417,X6,2018,Middle East,Diesel,Automatic,4.8,79956,49243,213,10488759
21418,X1,2016,Middle East,Petrol,Manual,4.4,24845,117651,9176,1079565576
21419,M3,2022,Europe,Hybrid,Manual,1.7,11499,79007,7690,607563830
21420,M3,2011,Europe,Petrol,Manual,1.9,29221,52769,2857,150761033
21421,X1,2010,North America,Electric,Automatic,4.6,194339,107167,212,22719404
21422,X3,2018,Africa,Petrol,Automatic,1.6,51135,67101,7154,480040554
21423,i8,2010,Middle East,Diesel,Manual,4.3,131708,89318,7226,645411868
21424,i8,2015,Europe,Electric,Manual,4.5,22109,33853,2418,81856554
21425,M3,2024,Middle East,Petrol,Manual,3,26660,91993,8872,816161896
21426,M5,2024,Middle East,Diesel,Automatic,2.7,114045,50717,8642,438296314
21427,5 Series,2011,North America,Electric,Manual,2.2,123477,84797,2558,216910726
21428,3 Series,2013,Middle East,Hybrid,Manual,1.7,32955,59607,4751,283192857
21429,i3,2015,Africa,Diesel,Manual,4.1,66718,90204,8927,805251108
21430,i8,2014,Europe,Diesel,Automatic,1.8,150658,82003,6474,530887422
21431,X5,2020,Europe,Electric,Automatic,4.8,819,109874,2581,283584794
21432,7 Series,2015,North America,Electric,Automatic,2.5,64756,57833,7763,448957579
21433,7 Series,2012,Europe,Diesel,Automatic,4.3,65105,67843,7815,530193045
21434,7 Series,2014,Middle East,Diesel,Automatic,1.7,65631,84649,959,81178391
21435,3 Series,2011,North America,Electric,Manual,3.4,37259,44405,4022,178596910
21436,7 Series,2016,South America,Diesel,Automatic,2.7,24313,40516,1342,54372472
21437,i8,2012,South America,Hybrid,Manual,1.6,2195,107706,5465,588613290
21438,X6,2010,Middle East,Electric,Manual,3.8,173462,46986,4596,215947656
21439,i8,2023,South America,Diesel,Manual,4.8,173583,118502,5359,635052218
21440,i3,2017,South America,Electric,Automatic,1.5,153187,34493,4228,145836404
21441,M5,2017,Africa,Hybrid,Manual,2.4,128415,110302,1485,163798470
21442,X6,2012,Asia,Electric,Manual,4,30976,89729,6558,588442782
21443,M3,2022,Middle East,Petrol,Automatic,4.5,134056,41563,8334,346386042
21444,i3,2016,Middle East,Petrol,Automatic,2.2,136548,45423,4390,199406970
21445,i8,2018,Middle East,Petrol,Automatic,1.7,29530,39075,4885,190881375
21446,i8,2017,Africa,Diesel,Manual,1.5,172881,66095,4952,327302440
21447,i8,2012,South America,Electric,Manual,2.3,100341,43430,9185,398904550
21448,X5,2024,Europe,Diesel,Manual,1.7,157980,96379,8030,773923370
21449,M3,2022,Africa,Diesel,Automatic,2.8,165191,54753,9770,534936810
21450,5 Series,2011,Asia,Hybrid,Automatic,3,70743,117477,8675,1019112975
21451,X5,2022,Middle East,Petrol,Automatic,3.2,18569,41114,8733,359048562
21452,M5,2019,North America,Diesel,Automatic,2,121062,45935,3208,147359480
21453,M3,2016,Europe,Petrol,Manual,3.1,89851,49146,7657,376310922
21454,3 Series,2016,North America,Diesel,Manual,1.5,179931,82451,7503,618629853
21455,X3,2018,North America,Hybrid,Automatic,2.3,163778,68222,7654,522171188
21456,X1,2014,Africa,Hybrid,Manual,2.8,33769,94727,2124,201200148
21457,X6,2013,Europe,Electric,Automatic,1.9,153583,89958,9712,873672096
21458,X1,2017,South America,Electric,Manual,4.3,147251,63056,5301,334259856
21459,M5,2023,Africa,Electric,Automatic,2.2,66114,50955,5221,266036055
21460,i3,2013,Asia,Diesel,Automatic,4.1,97814,99891,6591,658381581
21461,X5,2013,North America,Petrol,Manual,3.2,20634,37119,2798,103858962
21462,M5,2021,South America,Electric,Automatic,3.2,46633,60859,1192,72543928
21463,7 Series,2023,Africa,Hybrid,Manual,3.8,165399,87645,2100,184054500
21464,5 Series,2021,Africa,Diesel,Manual,1.7,172350,91268,5986,546330248
21465,7 Series,2011,Europe,Diesel,Automatic,1.8,110442,94409,2574,243008766
21466,X6,2022,Africa,Hybrid,Manual,2.6,7175,85240,300,25572000
21467,i8,2024,South America,Diesel,Manual,3,112007,43971,4198,184590258
21468,X6,2010,South America,Electric,Automatic,3,7598,95393,9372,894023196
21469,i3,2013,Africa,Hybrid,Manual,3.9,121888,95065,3470,329875550
21470,7 Series,2016,North America,Hybrid,Manual,1.5,28031,103796,4089,424421844
21471,5 Series,2021,South America,Hybrid,Automatic,4.9,160777,119075,2894,344603050
21472,3 Series,2018,Africa,Diesel,Automatic,2.1,101743,110010,2994,329369940
21473,X5,2018,Africa,Hybrid,Automatic,2.4,32394,47604,9510,452714040
21474,X3,2021,Europe,Electric,Manual,4.7,91609,48127,3819,183797013
21475,X3,2019,Middle East,Hybrid,Automatic,1.5,128507,95419,1329,126811851
21476,X3,2024,South America,Petrol,Manual,5,57394,93588,6202,580432776
21477,i3,2010,North America,Petrol,Manual,1.6,99296,65041,3113,202472633
21478,X1,2014,Asia,Diesel,Automatic,1.9,28487,95685,2419,231462015
21479,X3,2016,Middle East,Petrol,Manual,2.3,6812,51518,1041,53630238
21480,i3,2022,South America,Diesel,Manual,3,40397,50066,4021,201315386
21481,5 Series,2016,Asia,Diesel,Automatic,3.3,176723,39283,3340,131205220
21482,X6,2019,South America,Diesel,Automatic,1.9,175733,95143,4601,437752943
21483,7 Series,2015,Africa,Diesel,Automatic,1.8,87175,116473,4385,510734105
21484,7 Series,2020,Europe,Hybrid,Automatic,1.6,124672,70160,3007,210971120
21485,M3,2019,Asia,Electric,Manual,2.4,28442,108155,4196,453818380
21486,X5,2013,Africa,Hybrid,Manual,4.7,66766,66090,6641,438903690
21487,M5,2012,Europe,Electric,Automatic,2.9,27506,72318,3050,220569900
21488,M5,2021,Africa,Petrol,Automatic,4.2,122032,105874,1789,189408586
21489,i8,2022,South America,Petrol,Manual,2.2,84755,92127,8924,822141348
21490,i8,2018,Asia,Hybrid,Manual,1.7,26845,45830,8121,372185430
21491,i8,2024,Asia,Petrol,Manual,3.4,142196,94927,2158,204852466
21492,M5,2021,Asia,Hybrid,Manual,4.4,8238,79903,1887,150776961
21493,7 Series,2022,Europe,Electric,Automatic,4.6,191948,46856,3207,150267192
21494,i8,2019,South America,Hybrid,Automatic,3.4,153061,98292,6193,608722356
21495,X1,2013,Africa,Diesel,Manual,2.5,19650,92905,8974,833729470
21496,3 Series,2017,Africa,Hybrid,Manual,1.9,153213,81624,8201,669398424
21497,5 Series,2022,Asia,Hybrid,Automatic,3.8,23793,117838,8663,1020830594
21498,X3,2010,North America,Electric,Automatic,2.5,17484,110303,2800,308848400
21499,M5,2016,North America,Hybrid,Manual,4.5,40014,56153,8065,452873945
21500,X6,2021,Middle East,Diesel,Manual,3.6,187703,76605,627,48031335
21501,X3,2015,Asia,Diesel,Manual,4.5,169675,43629,3533,154141257
21502,M3,2022,South America,Diesel,Manual,3.5,84591,87148,5518,480882664
21503,i3,2021,Africa,Diesel,Manual,4.2,173995,51803,5421,280824063
21504,i3,2010,Africa,Electric,Automatic,2.5,2128,92683,6380,591317540
21505,3 Series,2024,Europe,Petrol,Manual,3.3,89983,72928,5225,381048800
21506,X1,2013,Middle East,Petrol,Automatic,1.6,27068,111360,7476,832527360
21507,M3,2021,Asia,Hybrid,Automatic,3.6,153465,94763,3914,370902382
21508,X5,2024,Europe,Diesel,Manual,3.4,54239,46155,3643,168142665
21509,7 Series,2023,Africa,Electric,Automatic,4.1,185772,46632,4543,211849176
21510,7 Series,2014,Africa,Diesel,Automatic,4.1,75944,84021,8728,733335288
21511,3 Series,2020,Middle East,Petrol,Automatic,3.7,149553,92569,9824,909397856
21512,3 Series,2017,North America,Petrol,Manual,1.7,21833,33511,8172,273851892
21513,5 Series,2024,South America,Hybrid,Automatic,4.7,9964,51988,9264,481616832
21514,3 Series,2013,North America,Electric,Manual,1.6,151210,33385,2875,95981875
21515,i8,2012,Asia,Diesel,Automatic,4.3,30580,101658,6955,707031390
21516,i8,2011,South America,Electric,Manual,3.2,6033,91916,1108,101842928
21517,X5,2013,Europe,Hybrid,Automatic,4.4,171176,49547,1182,58564554
21518,7 Series,2020,Asia,Electric,Automatic,3.1,73322,30082,1312,39467584
21519,7 Series,2019,South America,Petrol,Manual,3.8,110321,107933,5324,574635292
21520,3 Series,2023,Middle East,Hybrid,Manual,2.8,49242,98606,5789,570830134
21521,X1,2022,Africa,Hybrid,Manual,4.1,194936,65868,9996,658416528
21522,3 Series,2013,Europe,Petrol,Manual,2.4,16913,113240,7883,892670920
21523,3 Series,2022,Africa,Hybrid,Manual,4,2925,60785,6316,383918060
21524,3 Series,2019,South America,Diesel,Automatic,2.2,164701,78921,286,22571406
21525,3 Series,2014,South America,Petrol,Manual,4,155322,63920,8767,560386640
21526,X3,2022,North America,Hybrid,Automatic,2.5,33944,83467,785,65521595
21527,7 Series,2016,Europe,Electric,Automatic,2.5,13362,53204,3632,193236928
21528,i8,2018,Middle East,Electric,Automatic,4.3,30053,51985,7022,365038670
21529,X3,2011,Africa,Diesel,Manual,4.3,30896,70045,9164,641892380
21530,5 Series,2014,Europe,Hybrid,Manual,3.9,181709,110571,8270,914422170
21531,X6,2020,Middle East,Hybrid,Manual,4.7,175091,47519,5686,270193034
21532,7 Series,2019,Europe,Electric,Manual,2,184664,73356,9738,714340728
21533,X5,2018,Asia,Electric,Manual,2.4,33087,109835,9730,1068694550
21534,5 Series,2021,South America,Electric,Automatic,2.5,158651,72465,6562,475515330
21535,5 Series,2023,South America,Petrol,Manual,2.6,110738,86571,1581,136868751
21536,X6,2022,South America,Petrol,Manual,2.6,50237,63397,1536,97377792
21537,7 Series,2012,Asia,Diesel,Automatic,3.9,62375,43792,9302,407353184
21538,3 Series,2010,Asia,Petrol,Manual,2.4,184693,114517,2606,298431302
21539,i8,2011,Asia,Hybrid,Manual,2.5,107828,37969,9436,358275484
21540,X1,2023,Africa,Diesel,Automatic,3.5,111216,72948,737,53762676
21541,7 Series,2015,Middle East,Petrol,Automatic,2.2,179572,55730,6871,382920830
21542,X6,2014,Africa,Diesel,Manual,2.8,38914,105932,9936,1052540352
21543,7 Series,2010,Africa,Petrol,Manual,1.7,111481,84558,5504,465407232
21544,X6,2010,Africa,Petrol,Automatic,4.8,5510,59598,5814,346502772
21545,5 Series,2020,Middle East,Diesel,Automatic,2.6,161776,106631,9924,1058206044
21546,i8,2013,North America,Hybrid,Automatic,4.5,81469,99620,8341,830930420
21547,5 Series,2021,North America,Electric,Manual,3.4,165812,103064,5440,560668160
21548,X5,2024,North America,Diesel,Automatic,2.3,55892,47558,8784,417749472
21549,M3,2013,North America,Diesel,Automatic,2.2,115949,83423,7167,597892641
21550,X1,2024,Middle East,Diesel,Manual,3.9,164522,113636,4476,508634736
21551,i3,2015,Africa,Hybrid,Manual,4.9,169741,107488,6609,710388192
21552,7 Series,2015,North America,Diesel,Manual,2.1,148701,116689,1997,233027933
21553,M5,2019,Middle East,Electric,Manual,1.9,16631,80775,1088,87883200
21554,7 Series,2023,Middle East,Diesel,Manual,2.9,76576,38344,6698,256828112
21555,i3,2015,Asia,Hybrid,Manual,2.9,80243,73261,8471,620593931
21556,M5,2010,Asia,Hybrid,Automatic,4.3,32317,36529,5585,204014465
21557,3 Series,2019,Africa,Petrol,Automatic,3.1,99901,79832,1100,87815200
21558,X3,2018,Europe,Petrol,Manual,1.7,180686,57577,7218,415590786
21559,i8,2020,South America,Hybrid,Manual,4.7,69999,56987,9971,568217377
21560,i8,2016,Middle East,Hybrid,Manual,2.8,31709,62972,1014,63853608
21561,X3,2016,North America,Electric,Automatic,3.8,149496,110783,4190,464180770
21562,5 Series,2020,Asia,Hybrid,Automatic,3.8,182285,102281,560,57277360
21563,X6,2016,Europe,Diesel,Automatic,1.7,164447,107193,4898,525031314
21564,i3,2011,North America,Petrol,Automatic,1.5,92697,119869,202,24213538
21565,X1,2011,Asia,Petrol,Manual,1.8,171988,53398,1652,88213496
21566,7 Series,2015,Africa,Electric,Manual,4.8,74670,58246,1700,99018200
21567,5 Series,2016,Europe,Electric,Manual,4.3,193739,52692,4181,220305252
21568,M3,2012,Europe,Diesel,Automatic,2,141852,117038,8447,988619986
21569,X5,2022,Middle East,Diesel,Manual,3.7,40852,97382,9397,915098654
21570,i8,2013,Middle East,Diesel,Manual,3.6,155288,107257,1429,153270253
21571,X6,2023,Africa,Petrol,Automatic,1.5,194996,37011,2398,88752378
21572,3 Series,2021,North America,Electric,Manual,3,191567,46818,3042,142420356
21573,X1,2012,Europe,Hybrid,Manual,4,80211,90371,785,70941235
21574,X5,2016,North America,Hybrid,Manual,2.2,46558,52009,2972,154570748
21575,X5,2016,Europe,Diesel,Manual,4.5,29691,37662,7435,280016970
21576,X3,2013,Africa,Diesel,Manual,3.8,120906,106247,1903,202188041
21577,X6,2022,Middle East,Hybrid,Automatic,1.5,7735,67669,7643,517194167
21578,3 Series,2016,Africa,Hybrid,Manual,4.5,92019,105208,5792,609364736
21579,X6,2014,North America,Petrol,Automatic,1.6,198076,66317,3131,207638527
21580,M5,2010,North America,Hybrid,Automatic,4.6,89631,88676,3231,286512156
21581,M3,2019,Middle East,Petrol,Automatic,2.7,12527,30675,8819,270522825
21582,X3,2013,Middle East,Electric,Manual,3.9,128647,100333,9126,915638958
21583,X6,2016,South America,Petrol,Automatic,4.3,28118,76735,7540,578581900
21584,7 Series,2022,Europe,Electric,Automatic,2.5,165063,91146,611,55690206
21585,5 Series,2024,Middle East,Petrol,Automatic,2.7,106881,90402,1986,179538372
21586,M5,2011,North America,Electric,Automatic,3.3,44442,100022,6610,661145420
21587,M3,2011,Europe,Electric,Manual,3.5,113443,59023,456,26914488
21588,X6,2010,North America,Hybrid,Automatic,2.5,147298,31874,4305,137217570
21589,3 Series,2011,South America,Petrol,Automatic,5,180520,112969,1701,192160269
21590,5 Series,2019,South America,Diesel,Manual,4.1,142703,34735,2555,88747925
21591,5 Series,2023,North America,Electric,Automatic,2.5,149982,59290,992,58815680
21592,i8,2017,Asia,Hybrid,Automatic,3.7,193210,112090,4180,468536200
21593,5 Series,2020,North America,Electric,Manual,3,128857,45182,7623,344422386
21594,M3,2017,Asia,Diesel,Automatic,4.5,106258,84709,1244,105377996
21595,M5,2017,South America,Hybrid,Manual,2.7,171349,104818,9871,1034658478
21596,3 Series,2024,Europe,Electric,Automatic,2.2,35467,36060,2263,81603780
21597,X5,2010,Middle East,Diesel,Automatic,1.7,72194,56291,2279,128287189
21598,i8,2010,Africa,Petrol,Automatic,4.9,103028,65134,5824,379340416
21599,X6,2021,Africa,Petrol,Manual,2.8,151940,30160,9731,293486960
21600,X5,2019,North America,Electric,Automatic,2.3,63556,38766,5748,222826968
21601,X5,2013,Middle East,Hybrid,Automatic,3.2,69034,30170,4591,138510470
21602,X1,2015,Africa,Petrol,Automatic,2.5,157654,49607,5349,265347843
21603,i8,2017,South America,Petrol,Automatic,2.3,188877,53626,3954,212037204
21604,X5,2022,South America,Electric,Manual,3.7,157168,95988,4558,437513304
21605,5 Series,2011,Middle East,Electric,Automatic,1.8,18598,109999,7709,847982291
21606,X1,2022,Middle East,Hybrid,Manual,3.3,159238,31150,504,15699600
21607,M5,2012,Middle East,Electric,Manual,2.9,44153,119711,1943,232598473
21608,M5,2015,Middle East,Diesel,Manual,3.4,2850,60431,7046,425796826
21609,M3,2019,Middle East,Electric,Manual,2.6,29541,58989,7971,470201319
21610,M3,2013,South America,Hybrid,Manual,3.5,3277,49682,1962,97476084
21611,M3,2021,North America,Hybrid,Automatic,1.8,79284,91939,7548,693955572
21612,M3,2011,North America,Petrol,Automatic,2.8,784,117634,5070,596404380
21613,5 Series,2016,Asia,Electric,Automatic,2.3,88006,38636,7370,284747320
21614,M5,2013,Asia,Diesel,Manual,3,132883,105712,3275,346206800
21615,i8,2017,South America,Electric,Manual,2.9,57889,64446,4221,272026566
21616,M3,2017,Asia,Petrol,Automatic,3.7,98941,94338,3705,349522290
21617,7 Series,2016,Middle East,Hybrid,Automatic,3.7,167197,48307,3945,190571115
21618,M5,2019,North America,Hybrid,Manual,2.9,49777,36360,528,19198080
21619,7 Series,2018,South America,Electric,Manual,2.1,86823,115037,6004,690682148
21620,i3,2013,Europe,Diesel,Manual,3.5,182668,49683,8375,416095125
21621,i8,2016,South America,Diesel,Manual,4.9,192434,47287,6173,291902651
21622,X3,2019,North America,Hybrid,Manual,2.1,901,105888,8835,935520480
21623,X6,2019,North America,Petrol,Automatic,1.7,72050,115017,1009,116052153
21624,M3,2024,Europe,Hybrid,Manual,2.4,107000,116883,8605,1005778215
21625,i3,2021,South America,Electric,Manual,2.9,115802,38209,6931,264826579
21626,3 Series,2010,North America,Hybrid,Manual,2.6,98940,75083,7780,584145740
21627,i3,2013,Middle East,Petrol,Automatic,4.4,80913,59408,3612,214581696
21628,X1,2011,Asia,Diesel,Manual,3.2,130783,100371,3194,320584974
21629,3 Series,2018,Africa,Petrol,Automatic,2.4,24934,44532,3350,149182200
21630,X6,2014,Middle East,Diesel,Manual,4.8,171169,116371,3938,458268998
21631,7 Series,2012,Asia,Hybrid,Automatic,1.9,112155,47330,2228,105451240
21632,i3,2013,Asia,Electric,Manual,1.9,169220,83787,9205,771259335
21633,3 Series,2015,South America,Electric,Manual,2.4,141673,96384,4871,469486464
21634,X6,2019,Europe,Diesel,Manual,1.8,85738,41853,2282,95508546
21635,X1,2010,South America,Diesel,Manual,4.1,129903,52712,2534,133572208
21636,X5,2016,Africa,Hybrid,Manual,2.6,107681,37452,9546,357516792
21637,M3,2017,Middle East,Electric,Automatic,4.1,16950,34223,6090,208418070
21638,5 Series,2016,Middle East,Hybrid,Manual,4.2,193301,70526,8938,630361388
21639,X6,2016,Africa,Electric,Manual,2.3,62550,56562,5095,288183390
21640,7 Series,2018,Africa,Petrol,Automatic,3.3,57160,70322,6226,437824772
21641,i8,2022,Asia,Petrol,Manual,3.3,93748,44610,4137,184551570
21642,X1,2013,Asia,Electric,Manual,4.5,24886,51302,2953,151494806
21643,5 Series,2023,Asia,Electric,Automatic,1.6,85114,103187,9401,970060987
21644,M5,2016,Asia,Electric,Manual,2.6,168269,87854,4337,381022798
21645,i8,2018,South America,Diesel,Manual,4.6,3955,90911,3522,320188542
21646,3 Series,2024,Asia,Diesel,Manual,2.3,167251,110665,5148,569703420
21647,7 Series,2014,Middle East,Diesel,Manual,2,167976,66646,9713,647332598
21648,X5,2011,North America,Petrol,Automatic,3.5,197574,48063,2085,100211355
21649,X3,2024,Africa,Diesel,Manual,2.6,34519,78220,5320,416130400
21650,X1,2014,South America,Petrol,Manual,3.1,193258,85335,7138,609121230
21651,3 Series,2013,Middle East,Electric,Manual,4.4,112710,33692,806,27155752
21652,M5,2017,Africa,Hybrid,Manual,3.3,185060,53110,6344,336929840
21653,X6,2024,Asia,Hybrid,Automatic,3.3,89283,92845,2390,221899550
21654,X3,2014,Europe,Petrol,Manual,2.5,9662,42296,9987,422410152
21655,i8,2018,Africa,Hybrid,Automatic,4.3,181955,110742,1128,124916976
21656,i3,2018,Middle East,Electric,Automatic,4.1,157915,79910,9726,777204660
21657,M3,2012,Africa,Hybrid,Manual,2.3,105654,112425,3073,345482025
21658,5 Series,2022,North America,Hybrid,Manual,2.6,175578,64493,6664,429781352
21659,M5,2019,Europe,Hybrid,Manual,4.3,5968,39060,9114,355992840
21660,7 Series,2024,Middle East,Diesel,Automatic,2.8,190823,30326,3802,115299452
21661,X5,2015,Asia,Petrol,Manual,2.9,146053,64504,9193,592985272
21662,7 Series,2015,Europe,Electric,Automatic,2.8,113104,49329,1051,51844779
21663,3 Series,2013,Europe,Diesel,Manual,2.1,66794,60006,3139,188358834
21664,7 Series,2020,Middle East,Petrol,Automatic,2.7,96692,43210,6021,260167410
21665,3 Series,2022,Europe,Hybrid,Manual,4.3,94347,53263,4308,229457004
21666,X5,2019,North America,Diesel,Automatic,3.2,127463,52035,7676,399420660
21667,7 Series,2012,Africa,Electric,Manual,3.1,122624,30312,9739,295208568
21668,X6,2010,South America,Diesel,Automatic,2,189017,107046,5499,588645954
21669,X5,2021,North America,Electric,Manual,2.1,89415,33284,9823,326948732
21670,X1,2016,Asia,Hybrid,Manual,1.7,3122,63449,7465,473646785
21671,5 Series,2024,Africa,Diesel,Automatic,1.5,153053,55002,9349,514213698
21672,M5,2024,South America,Electric,Manual,3.2,132381,57159,6716,383879844
21673,3 Series,2014,Europe,Petrol,Automatic,2.9,61759,100853,7805,787157665
21674,i8,2023,Africa,Petrol,Automatic,2.5,14969,50313,9186,462175218
21675,i3,2019,Middle East,Hybrid,Automatic,5,152754,52139,8833,460543787
21676,X6,2024,Africa,Petrol,Automatic,2.9,36995,50563,7711,389891293
21677,X3,2016,Asia,Electric,Automatic,4.3,107095,37350,251,9374850
21678,X6,2010,Asia,Diesel,Manual,2.2,122585,36688,2516,92307008
21679,5 Series,2017,Middle East,Petrol,Automatic,2.4,606,34936,5515,192672040
21680,X1,2012,South America,Petrol,Automatic,3.5,121425,78965,2761,218022365
21681,7 Series,2016,Asia,Hybrid,Manual,1.5,131745,114104,485,55340440
21682,X3,2021,Europe,Diesel,Manual,1.6,103738,43191,2824,121971384
21683,7 Series,2012,South America,Petrol,Manual,2,105460,114598,7570,867506860
21684,i8,2023,South America,Diesel,Manual,2.3,124704,31816,6437,204799592
21685,i3,2012,Middle East,Diesel,Automatic,3.3,61223,98952,8838,874537776
21686,7 Series,2019,South America,Hybrid,Manual,3.9,198728,58276,3333,194233908
21687,7 Series,2018,Europe,Hybrid,Automatic,2.6,17235,94392,9059,855097128
21688,M5,2022,Africa,Electric,Automatic,2.3,99111,110200,6461,712002200
21689,M5,2011,South America,Petrol,Automatic,4.4,99246,112627,1275,143599425
21690,M3,2023,Europe,Diesel,Automatic,2.1,110253,40702,7958,323906516
21691,X3,2013,Asia,Electric,Automatic,3.9,171009,44281,8195,362882795
21692,X6,2015,North America,Diesel,Manual,4.8,67178,63296,358,22659968
21693,5 Series,2023,Africa,Electric,Manual,2.3,162470,89429,107,9568903
21694,X1,2012,Middle East,Electric,Automatic,1.8,159764,32404,4824,156316896
21695,M5,2021,North America,Diesel,Manual,4.9,121181,49602,6340,314476680
21696,i8,2019,Asia,Petrol,Automatic,2.4,3625,49132,4216,207140512
21697,X3,2023,South America,Hybrid,Automatic,2.5,13101,112580,2790,314098200
21698,7 Series,2019,Middle East,Hybrid,Manual,3.2,188432,61925,7793,482581525
21699,M3,2016,Asia,Petrol,Manual,2.3,19786,61230,3973,243266790
21700,3 Series,2016,North America,Diesel,Manual,5,101879,57701,6482,374017882
21701,3 Series,2024,Europe,Petrol,Manual,1.7,26665,48662,7329,356643798
21702,M3,2014,North America,Petrol,Manual,3.1,88047,65968,6047,398908496
21703,i3,2012,Africa,Electric,Manual,3.4,65764,62215,2727,169660305
21704,X6,2011,Africa,Petrol,Manual,3.1,58499,34113,2537,86544681
21705,7 Series,2024,South America,Petrol,Automatic,3.3,486,95488,3594,343183872
21706,X3,2024,Middle East,Diesel,Automatic,5,172030,103119,5212,537456228
21707,X1,2013,Middle East,Diesel,Manual,4.6,114826,44300,8444,374069200
21708,i3,2023,Asia,Diesel,Automatic,2.6,168084,105457,3736,393987352
21709,3 Series,2024,Asia,Diesel,Manual,3.4,108931,115055,6750,776621250
21710,X5,2022,Middle East,Diesel,Manual,1.5,181486,65048,744,48395712
21711,M3,2013,Middle East,Diesel,Automatic,2.9,161514,88946,6778,602875988
21712,M3,2020,North America,Electric,Automatic,2.1,105740,113974,8782,1000919668
21713,i8,2017,Europe,Hybrid,Manual,4,66846,80837,6844,553248428
21714,X3,2017,South America,Petrol,Manual,2.3,34740,36467,5457,199000419
21715,7 Series,2022,South America,Petrol,Manual,4.1,23939,101146,2564,259338344
21716,i8,2014,Asia,Petrol,Manual,2.6,155902,87450,5308,464184600
21717,i8,2022,Middle East,Electric,Automatic,4.7,79119,48964,7685,376288340
21718,X6,2015,North America,Petrol,Manual,3.1,34919,111580,5761,642812380
21719,3 Series,2017,Asia,Hybrid,Manual,4.4,119797,38617,9150,353345550
21720,X5,2024,Middle East,Electric,Automatic,3.7,110640,57822,8493,491082246
21721,M5,2010,Europe,Diesel,Automatic,4.9,43305,81524,1248,101741952
21722,5 Series,2014,North America,Petrol,Automatic,4.1,190775,43088,4411,190061168
21723,7 Series,2013,North America,Electric,Automatic,4,67037,91243,249,22719507
21724,3 Series,2013,Africa,Petrol,Manual,2.4,170831,69811,5478,382424658
21725,3 Series,2020,Africa,Diesel,Manual,3.3,19395,110452,3544,391441888
21726,X6,2011,North America,Petrol,Automatic,2.5,146289,98972,1271,125793412
21727,i3,2019,Middle East,Electric,Automatic,1.6,42483,92530,8195,758283350
21728,X6,2010,Europe,Hybrid,Manual,4,18264,49451,7495,370635245
21729,X5,2023,Europe,Hybrid,Manual,2.3,165414,54246,7425,402776550
21730,X3,2024,Africa,Electric,Automatic,2.9,142569,49525,6999,346625475
21731,X1,2015,Europe,Petrol,Manual,2.5,23212,70522,6489,457617258
21732,X6,2016,Asia,Petrol,Manual,2.2,147774,49416,4072,201221952
21733,i3,2014,Africa,Petrol,Automatic,1.7,131606,53047,1831,97129057
